Material;Dt.Saída;Nº Pedido;Requisitante / Destino;Unidade;Quantidade;Status
Teste Rápido;15/08/2020;326255;Outros Órgãos Federais;Teste;40;Entregue
Teste Rápido;15/08/2020;326256;Outros Órgãos Federais;Teste;80;Entregue
Teste Rápido;15/08/2020;326257;Outros Órgãos Federais;Teste;960;Entregue
Teste Rápido;15/08/2020;326258;Outros Órgãos Federais;Teste;40;Entregue
Teste Rápido;15/08/2020;326259;Outros Órgãos Federais;Teste;80;Entregue
Teste Rápido;15/08/2020;326260;Outros Órgãos Federais;Teste;120;Entregue
Teste Rápido;15/08/2020;326261;Outros Órgãos Federais;Teste;80;Entregue
Teste Rápido;15/08/2020;326262;Outros Órgãos Federais;Teste;40;Entregue
Teste Rápido;12/08/2020;325806;Outros Órgãos Federais;Teste;2400;Entregue
Teste Rápido;10/08/2020;325217;Outros Órgãos Federais;Teste;320;Entregue
Teste Rápido;10/08/2020;325115;Outros Órgãos Federais;Teste;40;Entregue
Máscara N95;10/08/2020;324891;Rondônia;Unidade;16200;Entregue
Máscara N95;10/08/2020;324861;Acre;Unidade;8200;Entregue
Máscara N95;10/08/2020;324863;Alagoas;Unidade;24900;Entregue
Máscara N95;10/08/2020;324865;Amapá;Unidade;6700;Entregue
Máscara N95;10/08/2020;324864;Amazonas;Unidade;39900;Entregue
Máscara N95;10/08/2020;324866;Bahia;Unidade;132100;Entregue
Máscara N95;10/08/2020;324867;Ceará;Unidade;56300;Entregue
Máscara N95;10/08/2020;324874;Distrito Federal;Unidade;37100;Entregue
Máscara N95;10/08/2020;324875;Espírito Santo;Unidade;36500;Entregue
Máscara N95;10/08/2020;324876;Goiás;Unidade;47300;Entregue
Máscara N95;10/08/2020;324877;Maranhão;Unidade;60900;Entregue
Máscara N95;10/08/2020;324880;Mato Grosso;Unidade;26200;Entregue
Máscara N95;10/08/2020;324879;Mato Grosso do Sul;Unidade;19400;Entregue
Máscara N95;10/08/2020;324881;Pará;Unidade;58700;Entregue
Máscara N95;10/08/2020;324882;Paraíba;Unidade;33800;Entregue
Máscara N95;10/08/2020;324888;Paraná;Unidade;89500;Entregue
Máscara N95;10/08/2020;324883;Pernambuco;Unidade;79300;Entregue
Máscara N95;10/08/2020;324898;Piauí;Unidade;22900;Entregue
Máscara N95;10/08/2020;324889;Rio de Janeiro;Unidade;105700;Entregue
Máscara N95;10/08/2020;324890;Rio Grande do Norte;Unidade;27900;Entregue
Máscara N95;10/08/2020;324893;Rio Grande do Sul;Unidade;73600;Entregue
Máscara N95;10/08/2020;324892;Roraima;Unidade;6100;Entregue
Máscara N95;10/08/2020;324894;Santa Catarina;Unidade;60700;Entregue
Máscara N95;10/08/2020;324895;Sergipe;Unidade;20000;Entregue
Máscara N95;10/08/2020;324897;Tocantins;Unidade;22300;Entregue
Máscara N95;10/08/2020;324878;Minas Gerais;Unidade;174800;Entregue
Máscara N95;28/07/2020;323468;Outros Órgãos Federais;Unidade;1600;Entregue
Máscara N95;28/07/2020;323467;Outros Órgãos Federais;Unidade;1800;Entregue
Máscara N95;10/08/2020;325265;Outros Órgãos Federais;Unidade;700;Entregue
Máscara N95;28/07/2020;323456;Outros Órgãos Federais;Unidade;1000;Entregue
Máscara N95;10/08/2020;325270;Outros Órgãos Federais;Unidade;300;Entregue
Máscara N95;28/07/2020;323476;Outros Órgãos Federais;Unidade;600;Entregue
Máscara N95;28/07/2020;323447;Outros Órgãos Federais;Unidade;1200;Entregue
Máscara N95;10/08/2020;325246;Outros Órgãos Federais;Unidade;500;Entregue
Máscara N95;28/07/2020;323451;Outros Órgãos Federais;Unidade;3000;Entregue
Máscara N95;31/07/2020;323880;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;31/07/2020;323901;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;31/07/2020;323910;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;31/07/2020;323911;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;31/07/2020;323912;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;31/07/2020;323913;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;31/07/2020;323915;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;10/08/2020;325267;Outros Órgãos Federais;Unidade;1000;Entregue
Máscara N95;15/08/2020;326198;Outros Órgãos Federais;Unidade;50;Entregue
Máscara N95;15/08/2020;326199;Outros Órgãos Federais;Unidade;50;Entregue
Máscara N95;15/08/2020;326200;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326201;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326202;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326203;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326204;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326205;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326206;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326228;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326229;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326231;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326233;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326235;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326236;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326239;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326242;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326243;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326245;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326246;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326248;Outros Órgãos Federais;Unidade;30;Entregue
Máscara N95;15/08/2020;326250;Outros Órgãos Federais;Unidade;40;Entregue
Máscara N95;15/08/2020;326251;Outros Órgãos Federais;Unidade;40;Entregue
Máscara N95;15/08/2020;326252;Outros Órgãos Federais;Unidade;40;Entregue
Máscara N95;15/08/2020;326253;Outros Órgãos Federais;Unidade;20;Entregue
Máscara N95;15/08/2020;326254;Outros Órgãos Federais;Unidade;20;Entregue
Máscara N95;15/08/2020;326255;Outros Órgãos Federais;Unidade;40;Entregue
Máscara N95;15/08/2020;326256;Outros Órgãos Federais;Unidade;20;Entregue
Máscara N95;15/08/2020;326257;Outros Órgãos Federais;Unidade;40;Entregue
Máscara N95;15/08/2020;326258;Outros Órgãos Federais;Unidade;20;Entregue
Máscara N95;15/08/2020;326259;Outros Órgãos Federais;Unidade;40;Entregue
Máscara N95;15/08/2020;326260;Outros Órgãos Federais;Unidade;40;Entregue
Máscara N95;15/08/2020;326261;Outros Órgãos Federais;Unidade;20;Entregue
Máscara N95;15/08/2020;326262;Outros Órgãos Federais;Unidade;20;Entregue
Máscara N95;28/07/2020;323469;Outros Órgãos Federais;Unidade;900;Entregue
Máscara N95;10/08/2020;325272;Outros Órgãos Federais;Unidade;300;Entregue
Máscara N95;28/07/2020;323472;Outros Órgãos Federais;Unidade;600;Entregue
Máscara N95;28/07/2020;323462;Outros Órgãos Federais;Unidade;2600;Entregue
Máscara N95;10/08/2020;325259;Outros Órgãos Federais;Unidade;900;Entregue
Máscara N95;28/07/2020;323463;Outros Órgãos Federais;Unidade;400;Entregue
Máscara N95;10/08/2020;325260;Outros Órgãos Federais;Unidade;400;Entregue
Máscara N95;28/07/2020;323464;Outros Órgãos Federais;Unidade;900;Entregue
Máscara N95;10/08/2020;325262;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323453;Outros Órgãos Federais;Unidade;1300;Entregue
Máscara N95;28/07/2020;323455;Outros Órgãos Federais;Unidade;2000;Entregue
Máscara N95;28/07/2020;323471;Outros Órgãos Federais;Unidade;800;Entregue
Máscara N95;10/08/2020;325274;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323474;Outros Órgãos Federais;Unidade;1100;Entregue
Máscara N95;10/08/2020;325276;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323475;Outros Órgãos Federais;Unidade;1200;Entregue
Máscara N95;28/07/2020;323477;Outros Órgãos Federais;Unidade;1000;Entregue
Máscara N95;10/08/2020;325277;Outros Órgãos Federais;Unidade;400;Entregue
Máscara N95;28/07/2020;323449;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;10/08/2020;325252;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;28/07/2020;323445;Outros Órgãos Federais;Unidade;300;Entregue
Máscara N95;10/08/2020;325244;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;28/07/2020;323452;Outros Órgãos Federais;Unidade;400;Entregue
Máscara N95;10/08/2020;325256;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323458;Outros Órgãos Federais;Unidade;600;Entregue
Máscara N95;28/07/2020;323446;Outros Órgãos Federais;Unidade;2000;Entregue
Máscara N95;10/08/2020;325245;Outros Órgãos Federais;Unidade;600;Entregue
Máscara N95;28/07/2020;323450;Outros Órgãos Federais;Unidade;100;Entregue
Máscara N95;10/08/2020;325255;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323459;Outros Órgãos Federais;Unidade;1100;Entregue
Máscara N95;10/08/2020;325257;Outros Órgãos Federais;Unidade;700;Entregue
Máscara N95;10/08/2020;325266;Outros Órgãos Federais;Unidade;500;Entregue
Máscara N95;10/08/2020;325268;Outros Órgãos Federais;Unidade;500;Entregue
Máscara N95;10/08/2020;325269;Outros Órgãos Federais;Unidade;600;Entregue
Máscara N95;28/07/2020;323443;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323444;Outros Órgãos Federais;Unidade;700;Entregue
Máscara N95;10/08/2020;325243;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323448;Outros Órgãos Federais;Unidade;4100;Entregue
Máscara N95;10/08/2020;325247;Outros Órgãos Federais;Unidade;1300;Entregue
Máscara N95;28/07/2020;323465;Outros Órgãos Federais;Unidade;1700;Entregue
Máscara N95;28/07/2020;323466;Outros Órgãos Federais;Unidade;600;Entregue
Máscara N95;10/08/2020;325264;Outros Órgãos Federais;Unidade;200;Entregue
Máscara N95;28/07/2020;323473;Outros Órgãos Federais;Unidade;1400;Entregue
Máscara N95;28/07/2020;323457;Outros Órgãos Federais;Unidade;900;Entregue
Máscara N95;10/08/2020;325271;Outros Órgãos Federais;Unidade;400;Entregue
Máscara N95;10/08/2020;324896;São Paulo;Unidade;35400;Entregue
Máscara N95;10/08/2020;324896;São Paulo;Unidade;287100;Entregue
Máscara N95;10/08/2020;324826;Sergipe;Unidade;3600;Entregue
Máscara N95;10/08/2020;324811;Pará;Unidade;6500;Entregue
Máscara N95;10/08/2020;324807;Minas Gerais;Unidade;32700;Entregue
Máscara N95;10/08/2020;324821;Roraima;Unidade;2200;Entregue
Máscara N95;10/08/2020;324808;Mato Grosso do Sul;Unidade;13200;Entregue
Máscara N95;10/08/2020;324809;Mato Grosso;Unidade;5500;Entregue
Máscara N95;10/08/2020;324816;Paraná;Unidade;10900;Entregue
Máscara N95;10/08/2020;324825;Santa Catarina;Unidade;3700;Entregue
Máscara N95;10/08/2020;324801;Ceará;Unidade;26800;Entregue
Máscara N95;10/08/2020;324804;Goiás;Unidade;14200;Entregue
Máscara N95;10/08/2020;324812;Paraíba;Unidade;11600;Entregue
Máscara N95;10/08/2020;324799;Amapá;Unidade;2800;Entregue
Máscara N95;10/08/2020;324796;Alagoas;Unidade;5300;Entregue
Máscara N95;10/08/2020;324797;Amazonas;Unidade;6400;Entregue
Máscara N95;10/08/2020;324818;Rio Grande do Norte;Unidade;8900;Entregue
Máscara N95;10/08/2020;324830;Tocantins;Unidade;200;Entregue
Máscara N95;10/08/2020;324823;Rio Grande do Sul;Unidade;22900;Entregue
Máscara N95;10/08/2020;324819;Rondônia;Unidade;2900;Entregue
Máscara N95;10/08/2020;324813;Pernambuco;Unidade;10700;Entregue
Máscara N95;10/08/2020;324794;Acre;Unidade;1700;Entregue
Máscara N95;10/08/2020;324800;Bahia;Unidade;12400;Entregue
Máscara N95;10/08/2020;324806;Maranhão;Unidade;10200;Entregue
Máscara N95;10/08/2020;324828;São Paulo;Unidade;71800;Entregue
Máscara N95;10/08/2020;324815;Piauí;Unidade;11400;Entregue
Máscara N95;10/08/2020;324803;Espírito Santo;Unidade;2300;Entregue
Máscara N95;10/08/2020;324817;Rio de Janeiro;Unidade;77200;Entregue
Máscara N95;28/07/2020;323470;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;10/08/2020;324891;Rondônia;Unidade;121800;Entregue
Máscara Cirúrgica;10/08/2020;324861;Acre;Unidade;62200;Entregue
Máscara Cirúrgica;10/08/2020;324863;Alagoas;Unidade;187000;Entregue
Máscara Cirúrgica;10/08/2020;324865;Amapá;Unidade;50400;Entregue
Máscara Cirúrgica;10/08/2020;324864;Amazonas;Unidade;299400;Entregue
Máscara Cirúrgica;10/08/2020;324866;Bahia;Unidade;991400;Entregue
Máscara Cirúrgica;10/08/2020;324867;Ceará;Unidade;422900;Entregue
Máscara Cirúrgica;10/08/2020;324874;Distrito Federal;Unidade;278400;Entregue
Máscara Cirúrgica;10/08/2020;324875;Espírito Santo;Unidade;274200;Entregue
Máscara Cirúrgica;10/08/2020;324876;Goiás;Unidade;355000;Entregue
Máscara Cirúrgica;10/08/2020;324877;Maranhão;Unidade;457000;Entregue
Máscara Cirúrgica;10/08/2020;324880;Mato Grosso;Unidade;197100;Entregue
Máscara Cirúrgica;10/08/2020;324879;Mato Grosso do Sul;Unidade;12300;Entregue
Máscara Cirúrgica;10/08/2020;324879;Mato Grosso do Sul;Unidade;133800;Entregue
Máscara Cirúrgica;10/08/2020;324881;Pará;Unidade;440300;Entregue
Máscara Cirúrgica;10/08/2020;324882;Paraíba;Unidade;253700;Entregue
Máscara Cirúrgica;10/08/2020;324888;Paraná;Unidade;671800;Entregue
Máscara Cirúrgica;10/08/2020;324883;Pernambuco;Unidade;595100;Entregue
Máscara Cirúrgica;10/08/2020;324898;Piauí;Unidade;172000;Entregue
Máscara Cirúrgica;10/08/2020;324889;Rio de Janeiro;Unidade;792700;Entregue
Máscara Cirúrgica;10/08/2020;324890;Rio Grande do Norte;Unidade;209600;Entregue
Máscara Cirúrgica;10/08/2020;324893;Rio Grande do Sul;Unidade;552200;Entregue
Máscara Cirúrgica;10/08/2020;324892;Roraima;Unidade;46000;Entregue
Máscara Cirúrgica;10/08/2020;324894;Santa Catarina;Unidade;455600;Entregue
Máscara Cirúrgica;10/08/2020;324895;Sergipe;Unidade;150700;Entregue
Máscara Cirúrgica;10/08/2020;324897;Tocantins;Unidade;167700;Entregue
Máscara Cirúrgica;10/08/2020;324878;Minas Gerais;Unidade;711300;Entregue
Máscara Cirúrgica;10/08/2020;324878;Minas Gerais;Unidade;600000;Entregue
Máscara Cirúrgica;28/07/2020;323480;Outros Órgãos Federais;Unidade;400;Entregue
Máscara Cirúrgica;10/08/2020;325279;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;28/07/2020;323478;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;10/08/2020;325278;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;28/07/2020;323468;Outros Órgãos Federais;Unidade;5700;Entregue
Máscara Cirúrgica;28/07/2020;323467;Outros Órgãos Federais;Unidade;1000;Entregue
Máscara Cirúrgica;10/08/2020;325265;Outros Órgãos Federais;Unidade;2300;Entregue
Máscara Cirúrgica;28/07/2020;323476;Outros Órgãos Federais;Unidade;1000;Entregue
Máscara Cirúrgica;28/07/2020;323447;Outros Órgãos Federais;Unidade;2600;Entregue
Máscara Cirúrgica;10/08/2020;325246;Outros Órgãos Federais;Unidade;2200;Entregue
Máscara Cirúrgica;28/07/2020;323451;Outros Órgãos Federais;Unidade;8300;Entregue
Máscara Cirúrgica;31/07/2020;323880;Outros Órgãos Federais;Unidade;500;Entregue
Máscara Cirúrgica;31/07/2020;323901;Outros Órgãos Federais;Unidade;300;Entregue
Máscara Cirúrgica;31/07/2020;323910;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;31/07/2020;323911;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;31/07/2020;323912;Outros Órgãos Federais;Unidade;600;Entregue
Máscara Cirúrgica;31/07/2020;323913;Outros Órgãos Federais;Unidade;100;Entregue
Máscara Cirúrgica;31/07/2020;323915;Outros Órgãos Federais;Unidade;500;Entregue
Máscara Cirúrgica;10/08/2020;325267;Outros Órgãos Federais;Unidade;6500;Entregue
Máscara Cirúrgica;15/08/2020;326198;Outros Órgãos Federais;Unidade;800;Entregue
Máscara Cirúrgica;15/08/2020;326199;Outros Órgãos Federais;Unidade;800;Entregue
Máscara Cirúrgica;15/08/2020;326200;Outros Órgãos Federais;Unidade;1400;Entregue
Máscara Cirúrgica;15/08/2020;326201;Outros Órgãos Federais;Unidade;1300;Entregue
Máscara Cirúrgica;15/08/2020;326202;Outros Órgãos Federais;Unidade;1800;Entregue
Máscara Cirúrgica;15/08/2020;326203;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;15/08/2020;326204;Outros Órgãos Federais;Unidade;400;Entregue
Máscara Cirúrgica;15/08/2020;326205;Outros Órgãos Federais;Unidade;300;Entregue
Máscara Cirúrgica;15/08/2020;326206;Outros Órgãos Federais;Unidade;1700;Entregue
Máscara Cirúrgica;15/08/2020;326228;Outros Órgãos Federais;Unidade;800;Entregue
Máscara Cirúrgica;15/08/2020;326229;Outros Órgãos Federais;Unidade;500;Entregue
Máscara Cirúrgica;15/08/2020;326231;Outros Órgãos Federais;Unidade;600;Entregue
Máscara Cirúrgica;15/08/2020;326233;Outros Órgãos Federais;Unidade;300;Entregue
Máscara Cirúrgica;15/08/2020;326235;Outros Órgãos Federais;Unidade;800;Entregue
Máscara Cirúrgica;15/08/2020;326236;Outros Órgãos Federais;Unidade;100;Entregue
Máscara Cirúrgica;15/08/2020;326239;Outros Órgãos Federais;Unidade;300;Entregue
Máscara Cirúrgica;15/08/2020;326242;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;15/08/2020;326243;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;15/08/2020;326245;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;15/08/2020;326246;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;15/08/2020;326248;Outros Órgãos Federais;Unidade;300;Entregue
Máscara Cirúrgica;15/08/2020;326250;Outros Órgãos Federais;Unidade;2200;Entregue
Máscara Cirúrgica;15/08/2020;326251;Outros Órgãos Federais;Unidade;1000;Entregue
Máscara Cirúrgica;15/08/2020;326252;Outros Órgãos Federais;Unidade;4000;Entregue
Máscara Cirúrgica;15/08/2020;326253;Outros Órgãos Federais;Unidade;700;Entregue
Máscara Cirúrgica;15/08/2020;326254;Outros Órgãos Federais;Unidade;700;Entregue
Máscara Cirúrgica;15/08/2020;326255;Outros Órgãos Federais;Unidade;100;Entregue
Máscara Cirúrgica;15/08/2020;326256;Outros Órgãos Federais;Unidade;500;Entregue
Máscara Cirúrgica;15/08/2020;326257;Outros Órgãos Federais;Unidade;5000;Entregue
Máscara Cirúrgica;15/08/2020;326258;Outros Órgãos Federais;Unidade;100;Entregue
Máscara Cirúrgica;15/08/2020;326259;Outros Órgãos Federais;Unidade;400;Entregue
Máscara Cirúrgica;15/08/2020;326260;Outros Órgãos Federais;Unidade;500;Entregue
Máscara Cirúrgica;15/08/2020;326261;Outros Órgãos Federais;Unidade;300;Entregue
Máscara Cirúrgica;15/08/2020;326262;Outros Órgãos Federais;Unidade;200;Entregue
Máscara Cirúrgica;28/07/2020;323469;Outros Órgãos Federais;Unidade;2700;Entregue
Máscara Cirúrgica;10/08/2020;325272;Outros Órgãos Federais;Unidade;2000;Entregue
Máscara Cirúrgica;28/07/2020;323470;Outros Órgãos Federais;Unidade;3000;Entregue
Máscara Cirúrgica;10/08/2020;325273;Outros Órgãos Federais;Unidade;2000;Entregue
Máscara Cirúrgica;10/08/2020;325275;Outros Órgãos Federais;Unidade;1300;Entregue
Máscara Cirúrgica;28/07/2020;323462;Outros Órgãos Federais;Unidade;9400;Entregue
Máscara Cirúrgica;10/08/2020;325259;Outros Órgãos Federais;Unidade;8700;Entregue
Máscara Cirúrgica;28/07/2020;323463;Outros Órgãos Federais;Unidade;2900;Entregue
Máscara Cirúrgica;10/08/2020;325260;Outros Órgãos Federais;Unidade;2000;Entregue
Máscara Cirúrgica;28/07/2020;323464;Outros Órgãos Federais;Unidade;3600;Entregue
Máscara Cirúrgica;10/08/2020;325262;Outros Órgãos Federais;Unidade;2400;Entregue
Máscara Cirúrgica;28/07/2020;323453;Outros Órgãos Federais;Unidade;6600;Entregue
Máscara Cirúrgica;28/07/2020;323455;Outros Órgãos Federais;Unidade;9100;Entregue
Máscara Cirúrgica;28/07/2020;323471;Outros Órgãos Federais;Unidade;3800;Entregue
Máscara Cirúrgica;10/08/2020;325274;Outros Órgãos Federais;Unidade;1500;Entregue
Máscara Cirúrgica;28/07/2020;323474;Outros Órgãos Federais;Unidade;4500;Entregue
Máscara Cirúrgica;28/07/2020;323477;Outros Órgãos Federais;Unidade;11600;Entregue
Máscara Cirúrgica;10/08/2020;325277;Outros Órgãos Federais;Unidade;6900;Entregue
Máscara Cirúrgica;28/07/2020;323445;Outros Órgãos Federais;Unidade;3900;Entregue
Máscara Cirúrgica;10/08/2020;325244;Outros Órgãos Federais;Unidade;3100;Entregue
Máscara Cirúrgica;28/07/2020;323452;Outros Órgãos Federais;Unidade;2800;Entregue
Máscara Cirúrgica;10/08/2020;325256;Outros Órgãos Federais;Unidade;2600;Entregue
Máscara Cirúrgica;28/07/2020;323446;Outros Órgãos Federais;Unidade;10500;Entregue
Máscara Cirúrgica;10/08/2020;325245;Outros Órgãos Federais;Unidade;2600;Entregue
Máscara Cirúrgica;28/07/2020;323450;Outros Órgãos Federais;Unidade;1700;Entregue
Máscara Cirúrgica;10/08/2020;325255;Outros Órgãos Federais;Unidade;100;Entregue
Máscara Cirúrgica;28/07/2020;323459;Outros Órgãos Federais;Unidade;5700;Entregue
Máscara Cirúrgica;10/08/2020;325257;Outros Órgãos Federais;Unidade;4500;Entregue
Máscara Cirúrgica;28/07/2020;323461;Outros Órgãos Federais;Unidade;2600;Entregue
Máscara Cirúrgica;10/08/2020;325258;Outros Órgãos Federais;Unidade;2100;Entregue
Máscara Cirúrgica;10/08/2020;325266;Outros Órgãos Federais;Unidade;4500;Entregue
Máscara Cirúrgica;10/08/2020;325268;Outros Órgãos Federais;Unidade;4100;Entregue
Máscara Cirúrgica;10/08/2020;325269;Outros Órgãos Federais;Unidade;6000;Entregue
Máscara Cirúrgica;28/07/2020;323443;Outros Órgãos Federais;Unidade;1500;Entregue
Máscara Cirúrgica;10/08/2020;325242;Outros Órgãos Federais;Unidade;900;Entregue
Máscara Cirúrgica;28/07/2020;323444;Outros Órgãos Federais;Unidade;3200;Entregue
Máscara Cirúrgica;10/08/2020;325243;Outros Órgãos Federais;Unidade;2100;Entregue
Máscara Cirúrgica;28/07/2020;323448;Outros Órgãos Federais;Unidade;14200;Entregue
Máscara Cirúrgica;28/07/2020;323465;Outros Órgãos Federais;Unidade;1100;Entregue
Máscara Cirúrgica;10/08/2020;325263;Outros Órgãos Federais;Unidade;50;Entregue
Máscara Cirúrgica;10/08/2020;325263;Outros Órgãos Federais;Unidade;50;Entregue
Máscara Cirúrgica;10/08/2020;325263;Outros Órgãos Federais;Unidade;2900;Entregue
Máscara Cirúrgica;10/08/2020;325263;Outros Órgãos Federais;Unidade;600;Entregue
Máscara Cirúrgica;28/07/2020;323473;Outros Órgãos Federais;Unidade;2000;Entregue
Máscara Cirúrgica;28/07/2020;323457;Outros Órgãos Federais;Unidade;4700;Entregue
Máscara Cirúrgica;10/08/2020;325271;Outros Órgãos Federais;Unidade;5200;Entregue
Máscara Cirúrgica;19/08/2020;326429;Outros Órgãos Federais;Unidade;10000;Entregue
Máscara Cirúrgica;07/08/2020;325250;Outros Órgãos Federais;Unidade;100000;Entregue
Máscara Cirúrgica;10/08/2020;324896;São Paulo;Unidade;2419400;Entregue
Máscara Cirúrgica;10/08/2020;324826;Sergipe;Unidade;27300;Entregue
Máscara Cirúrgica;10/08/2020;324811;Pará;Unidade;49100;Entregue
Máscara Cirúrgica;10/08/2020;324807;Minas Gerais;Unidade;245200;Entregue
Máscara Cirúrgica;10/08/2020;324821;Roraima;Unidade;17000;Entregue
Máscara Cirúrgica;10/08/2020;324808;Mato Grosso do Sul;Unidade;99200;Entregue
Máscara Cirúrgica;10/08/2020;324809;Mato Grosso;Unidade;41800;Entregue
Máscara Cirúrgica;10/08/2020;324816;Paraná;Unidade;75800;Entregue
Máscara Cirúrgica;10/08/2020;324825;Santa Catarina;Unidade;21900;Entregue
Máscara Cirúrgica;10/08/2020;324801;Ceará;Unidade;201400;Entregue
Máscara Cirúrgica;10/08/2020;324804;Goiás;Unidade;107100;Entregue
Máscara Cirúrgica;10/08/2020;324812;Paraíba;Unidade;87100;Entregue
Máscara Cirúrgica;10/08/2020;324799;Amapá;Unidade;21000;Entregue
Máscara Cirúrgica;10/08/2020;324796;Alagoas;Unidade;40300;Entregue
Máscara Cirúrgica;10/08/2020;324797;Amazonas;Unidade;48600;Entregue
Máscara Cirúrgica;10/08/2020;324818;Rio Grande do Norte;Unidade;66900;Entregue
Máscara Cirúrgica;10/08/2020;324830;Tocantins;Unidade;15600;Entregue
Máscara Cirúrgica;10/08/2020;324823;Rio Grande do Sul;Unidade;166300;Entregue
Máscara Cirúrgica;10/08/2020;324819;Rondônia;Unidade;22300;Entregue
Máscara Cirúrgica;10/08/2020;324813;Pernambuco;Unidade;80300;Entregue
Máscara Cirúrgica;10/08/2020;324794;Acre;Unidade;12900;Entregue
Máscara Cirúrgica;10/08/2020;324800;Bahia;Unidade;93200;Entregue
Máscara Cirúrgica;10/08/2020;324806;Maranhão;Unidade;76600;Entregue
Máscara Cirúrgica;10/08/2020;324828;São Paulo;Unidade;538900;Entregue
Máscara Cirúrgica;10/08/2020;324815;Piauí;Unidade;85800;Entregue
Máscara Cirúrgica;10/08/2020;324803;Espírito Santo;Unidade;17800;Entregue
Máscara Cirúrgica;10/08/2020;324817;Rio de Janeiro;Unidade;579100;Entregue
Óculos e Protetor Facial;28/07/2020;323464;Outros Órgãos Federais;Unidade;20;Entregue
Óculos e Protetor Facial;28/07/2020;323453;Outros Órgãos Federais;Unidade;20;Entregue
Óculos e Protetor Facial;28/07/2020;323459;Outros Órgãos Federais;Unidade;20;Entregue
Óculos e Protetor Facial;28/07/2020;323444;Outros Órgãos Federais;Unidade;20;Entregue
Óculos e Protetor Facial;28/07/2020;323467;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;28/07/2020;323476;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;31/07/2020;323880;Outros Órgãos Federais;Unidade;50;Entregue
Óculos e Protetor Facial;31/07/2020;323901;Outros Órgãos Federais;Unidade;50;Entregue
Óculos e Protetor Facial;31/07/2020;323910;Outros Órgãos Federais;Unidade;50;Entregue
Óculos e Protetor Facial;31/07/2020;323911;Outros Órgãos Federais;Unidade;50;Entregue
Óculos e Protetor Facial;31/07/2020;323912;Outros Órgãos Federais;Unidade;50;Entregue
